patient,frame,time_s,wrist_speed_mm_s,wrist_accel_mm_s2,wrist_path_mm,thumb_tip_speed_mm_s,thumb_tip_accel_mm_s2,thumb_tip_path_mm,index_finger_tip_speed_mm_s,index_finger_tip_accel_mm_s2,index_finger_tip_path_mm
patient_022,0.0,0.0,,,0.0,,,0.0,,,0.0
patient_022,1.0,0.04,256.9729835708133,,10.278919342832532,295.7415880706598,,11.829663522826392,97.06029880901389,,3.8824119523605556
patient_022,2.0,0.08,61.33732331616305,-4890.891506366256,12.732412275479055,60.53986608436834,-5880.043049657287,14.251258166201126,71.10313693690094,-648.9290468028237,6.726537429836593
patient_022,3.0,0.12,2.8211237041542487,-1462.90499030022,12.845257223645227,202.5835001886952,3551.090852608172,22.354598173748936,49.60364848876878,-537.4872112033039,8.710683369387345
patient_022,4.0,0.16,12.816487955451542,249.88410628243233,13.357916741863287,45.260722631284075,-3933.0694389352784,24.1650270790003,21.603878680275287,-699.9942452123374,9.574838516598357
patient_022,5.0,0.2,13.03083012775518,5.358554307590957,13.879149946973493,99.82035844876982,1363.9908954371438,28.157841416951097,26.211469618574103,115.18977345747041,10.623297301341319
patient_022,6.0,0.24,14.785707340182014,43.87193031067085,14.470578240580773,319.12642332293274,5482.651621854073,40.922898349868404,53.21302035997576,675.0387685350414,12.75181811574035
patient_022,7.0,0.28,9.3489078683083,-135.91998679684286,14.844534555313105,82.22415427744727,-5922.556726137137,44.2118645209663,121.71555515261889,1712.5633698160782,17.620440321845106
patient_022,8.0,0.32,32.352525242357544,575.090434351231,16.13863556500741,9.88388028259907,-1808.506849871205,44.60721973227026,102.34744151001563,-484.20284106508154,21.71433798224573
patient_022,9.0,0.36,32.81037999471972,11.446368809054341,17.451050764796197,159.1838634381369,3732.4995788884457,50.97457426979574,44.95220406768496,-1434.8809360582668,23.512426144953128
patient_022,10.0,0.4,14.69824593104119,-452.8033515919631,18.038980602037842,106.78663831563412,-1309.9306280625697,55.2460398024211,18.2483869697852,-667.595427447494,24.242361623744536
patient_022,11.0,0.44,6.575356968015063,-203.0722240756532,18.301994880758446,94.89180556091137,-297.3708188680689,59.04171202485755,17.8331905944245,-10.379909384017516,24.95568924752152
patient_022,12.0,0.48,25.934715499904158,483.9839632972273,19.33938350075461,67.3470039668777,-688.6200398508417,61.73559218353266,27.459513493543156,240.65807247796639,26.05406978726324
patient_022,13.0,0.52,27.187253055430773,31.31343888816538,20.426873622971844,33.06149423238306,-857.1377433623658,63.05805195282798,8.220478319935948,-480.97587934018014,26.382888920060683
patient_022,14.0,0.56,16.85207614183376,-258.3794228399253,21.100956668645196,32.523935268902875,-13.438974087004674,64.35900936358411,5.32623674761792,-72.3560393079507,26.5959383899654
patient_022,15.0,0.6,7.931518140608231,-223.0139500306382,21.418217394269522,10.21622613764685,-557.6927282814006,64.76765840908998,14.45211568502796,228.146973435251,27.174023017366515
patient_022,16.0,0.64,7.753126648810162,-4.459787294951734,21.728342460221928,13.622687626028132,85.16153720953206,65.3125659141311,18.13813964695323,92.15059904813177,27.899548603244646
patient_022,17.0,0.68,22.55356505210367,370.0109600823377,22.630485062306075,36.80841296744312,579.6431335353747,66.78490243282882,27.61483490668326,236.91738149325073,29.00414199951198
patient_022,18.0,0.72,6.322303583010965,-405.7815367273177,22.883377205626513,71.53351216320088,868.1274798939442,69.64624291935685,29.6537719983101,50.973427290670955,30.19029287944438
patient_022,19.0,0.76,7.724941490427854,35.06594768542224,23.19237486524363,42.402155321757334,-728.2839210360887,71.34232913222715,28.771410514979067,-22.05903708327579,31.341149300043543
patient_022,20.0,0.8,15.164508678731016,185.98917970757904,23.79895521239287,17.97368490316146,-610.7117604648969,72.06127652835362,39.04539399269911,256.8495869430011,32.90296505975151
patient_022,21.0,0.84,5.668944876874474,-237.38909504641353,24.025713007467846,18.756585571470925,19.572516707736654,72.81153995121244,32.05818237191808,-174.6802905195258,34.18529235462823
patient_022,22.0,0.88,11.461751442026918,144.8201641288111,24.484183065148923,1.6888467565497165,-426.69347037303027,72.87909382147444,3.980361991102262,-701.9455095203954,34.34450683427232
patient_022,23.0,0.92,15.44169221479549,99.4985193192143,25.10185075374074,35.977748728898675,857.222549308724,74.31820377063038,19.472053088183845,387.29227742703955,35.123388957799676
patient_022,24.0,0.96,15.980216416504543,13.463105042726342,25.741059410400922,11.186084670572683,-619.7916014581498,74.76564715745329,1.6576865147615625,-445.35916433555707,35.18969641839014
patient_022,25.0,1.0,18.34638260745435,59.15415477374513,26.474914714699093,3.5069194368927032,-191.97913084199948,74.90592393492899,20.764765475735704,477.67697402435357,36.020287037419564
patient_022,26.0,1.04,2.9714524912222466,-384.37325290580253,26.593772814347986,11.908001200198498,210.02704408264486,75.38224398293693,29.28848560469553,213.09300322399568,37.19182646160739
patient_022,27.0,1.08,15.360044795807363,309.71480761462794,27.20817460618028,9.450089835903151,-61.447784107383676,75.76024757637306,15.161928871360148,-353.1639183333846,37.798303616461794
patient_022,28.0,1.12,12.054340481503559,-82.64260785759512,27.69034822544042,31.867992628447883,560.4475698136182,77.03496728151097,43.7527062740476,714.7694350671862,39.548411867423695
patient_022,29.0,1.16,9.654014340250281,-60.00815353133193,28.07650879905043,22.729379268488316,-228.4653339989892,77.9441424522505,27.24784340846526,-412.6215716395584,40.63832560376231
patient_022,30.0,1.2,3.838979516334929,-145.37587059788382,28.230067979703826,16.994357209712025,-143.37555146940727,78.62391674063899,18.526777076389806,-218.02665830188639,41.3793966868179
patient_022,31.0,1.24,8.456070062282691,115.42726364869407,28.568310782195134,8.24826832303353,-218.65222216696236,78.95384747356033,13.7336246930642,-119.82880958314013,41.92874167454047
patient_022,32.0,1.28,5.401052974387453,-76.37542719738096,28.78435290117063,12.62071040520181,109.31105205420701,79.4586758897684,1.727172237824349,-300.1613113809963,41.99782856405344
patient_022,33.0,1.32,3.9177854039277578,-37.08168926149239,28.94106431732774,17.128063231914826,112.68382066782539,80.143798419045,8.19955547372861,161.80958089760654,42.32581078300259
patient_022,34.0,1.36,5.897868648366356,49.50208111096496,29.176979063262397,3.289221700526245,-345.97103828471455,80.27536728706605,8.761273391377435,14.042947941220607,42.676261718657685
patient_022,35.0,1.4,11.926694932912712,150.7206571136589,29.654046860578905,4.4205928726609764,28.284279303368287,80.4521910019725,16.683448347111685,198.05437389335628,43.34359965254215
patient_022,36.0,1.44,31.4036242985842,486.9232341417872,30.910191832522273,38.79049747229256,859.2476149907895,82.0038109008642,26.24332882129018,238.9970118544624,44.393332805393754
patient_022,37.0,1.48,18.54208357534904,-321.53851808087904,31.651875175536233,2.5863076459847436,-905.1047456576953,82.10726320670358,27.580869075718955,33.438506360719344,45.49656756842251
patient_022,38.0,1.52,8.362315005554082,-254.49421424487392,31.9863677757584,20.62952235937575,451.08036783477513,82.9324441010786,34.61497404929744,175.85262433946207,46.88116653039441
patient_022,39.0,1.56,7.104945450604581,-31.43423887373753,32.27056559378258,9.069193615365913,-289.00821860024587,83.29521184569323,14.935393019555827,-491.9895257435403,47.47858225117665
patient_022,40.0,1.6,3.8708884207089413,-80.85142574739099,32.425401130610936,5.659328919118187,-85.24661740619315,83.52158500245795,11.985873090999668,-73.73799821390396,47.95801717481663
patient_022,41.0,1.64,23.757830629689813,497.1735552245218,33.37571435579853,10.540380922201699,122.0263000770878,83.94320023934603,28.09417594483758,402.7075713459478,49.08178421261014
patient_022,42.0,1.68,3.1717016735949906,-514.6532239023705,33.50258242274233,14.020348612046414,86.99919224611787,84.50401418382788,14.257997573989103,-345.9044592712119,49.6521041155697
patient_022,43.0,1.72,7.962798259192365,119.77741463993436,33.82109435311003,5.281139503545036,-218.48022771253443,84.71525976396968,6.432841705010276,-195.62889672447068,49.90941778377012
patient_022,44.0,1.76,13.762637063723217,144.9959701132713,34.371599835658955,9.950407036744418,116.73168832998454,85.11327604543945,16.081300261581667,241.2114639142848,50.55266979423338
patient_022,45.0,1.8,11.345612549141961,-60.42561286453139,34.82542433762463,14.635393584933903,117.12466370473713,85.69869178883681,4.372858620125725,-292.7110410363985,50.727584139038406
patient_022,46.0,1.84,9.148724443034387,-54.92220265268934,35.191373315346006,1.9316296319563893,-317.5940988244379,85.77595697411505,13.692902390509767,233.00109425960108,51.2753002346588
patient_022,47.0,1.88,5.173863141281626,-99.37153254381903,35.39832784099727,10.069361005704163,203.44328434369436,86.17873141434322,2.3467524451570534,-283.6537486338178,51.36917033246508
patient_022,48.0,1.92,22.990762528251896,445.42248467425674,36.31795834212735,14.28302186435005,105.34152146614719,86.75005228891722,23.105025873816516,518.9568357164865,52.29337136741774
patient_022,49.0,1.96,14.580632508558638,-210.25325049233143,36.9011836424697,6.263799823931114,-200.48055101047342,87.00060428187446,7.972015296385729,-378.32526443576967,52.61225197927317
patient_022,50.0,2.0,11.413865015192746,-79.16918733414731,37.35773824307741,6.108901975512438,-3.8724462104668955,87.24496036089495,37.197146109206344,730.6282703205154,54.100137823641425
patient_022,51.0,2.04,15.406674538780814,99.8202380897017,37.97400522462864,27.248701109573474,528.4949783515259,88.33490840527789,29.646526224300715,-188.76549712264074,55.285998872613455
patient_022,52.0,2.08,10.643530267683413,-119.07860677743503,38.39974643533598,37.28416778314532,250.88666683929617,89.8262751166037,3.4629082130217896,-654.5904502819731,55.42451520113433
patient_022,53.0,2.12,12.221496988730099,39.449168026167136,38.88860631488518,23.92038743755028,-334.09450863987604,90.78309061410572,23.44152962384056,499.4655352704692,56.36217638608795
patient_022,54.0,2.16,19.035476859436674,170.3494967676644,39.65002538926265,4.784539157071068,-478.3962070119802,90.97447218038855,12.508374529276336,-273.32887736410555,56.862511367259
patient_022,55.0,2.2,4.729373322653246,-357.6525884195857,39.83920032216878,8.528035277416677,93.58740300864024,91.31559359148521,17.236209484633477,118.19587388392851,57.55195974664434
patient_022,56.0,2.24,20.865787066112524,403.410343586482,40.67383180481328,36.95268521250997,710.6162483773323,92.79370099998562,7.445736830429506,-244.76181635509926,57.84978921986152
patient_022,57.0,2.28,9.600606442828663,-281.62951558209653,41.057856062526426,19.101074467725578,-446.2902686196098,93.55774397869463,4.963628743146951,-62.05270218206387,58.0483343695874
patient_022,58.0,2.32,4.3047967207897875,-132.3952430509719,41.230047931358015,15.024097438072236,-101.92442574133355,94.15870787621752,18.078298062539247,327.86673298480736,58.771466292088974
patient_022,59.0,2.36,13.90266985580816,239.9468283754593,41.78615472559034,22.137312092687957,177.83036636539302,95.04420035992503,32.08408715825253,350.14472739283207,60.05482977841907
patient_022,60.0,2.4,8.980912727785912,-123.04392820055621,42.145391234701776,108.12029118535847,2149.574477316763,99.36901200733936,20.93749661973572,-278.6647634629202,60.8923296432085
patient_022,61.0,2.44,16.779401126885972,194.96220997750152,42.81656727977721,2.874563251519516,-2631.143198345974,99.48399453740016,20.035278705972615,-22.55544784407766,61.6937407914474
patient_022,62.0,2.48,12.232569964026405,-113.67077907148916,43.305870078338266,98.89691274499685,2400.5587373369335,103.43987104720003,18.63351232823972,-35.04415944332236,62.439081284576986
patient_022,63.0,2.52,12.437239508736502,5.116738617752414,43.803359658687725,24.937079013627358,-1848.9958432842375,104.43735420774512,7.473923145613684,-278.9897295656509,62.738038210401534
patient_022,64.0,2.56,8.201597514998797,-105.89104984344262,44.131423559287676,99.82990075275829,1872.3205434782735,108.43055023785546,35.96882763863071,712.3726123254256,64.17679131594677
patient_022,65.0,2.6,3.884003388417686,-107.93985316452779,44.286783694824386,60.99188747762092,-970.9503318784343,110.8702257369603,13.658288050137564,-557.7634897123286,64.72312283795227
patient_022,66.0,2.64,5.029611695779135,28.640207684036223,44.487968162655555,89.80300953922396,720.2780515400761,114.46234611852925,11.061137680845162,-64.92875923231006,65.16556834518607
patient_022,67.0,2.68,13.311183180500983,207.0392871180462,45.020415489875596,109.36951797749963,489.16271095689154,118.83712683762924,25.461114925811184,359.99943112415053,66.18401294221853
patient_022,68.0,2.72,7.951480534182381,-133.99256615796503,45.33847471124289,9.124323656228402,-2506.1298580317807,119.20209978387838,43.09355062467506,440.8108924715969,67.90775496720553
patient_022,69.0,2.76,17.108020370278613,228.91349590240583,46.02279552605403,156.93477800931353,3695.2613588271283,125.47949090425092,32.69026733126854,-260.0820823351631,69.21536566045627
patient_022,70.0,2.8,10.023777203132163,-177.10607917866125,46.423746614179315,110.45809411524256,-1161.9170973517744,129.89781466886063,15.121285829081813,-439.2245375546681,69.82021709361955
patient_022,71.0,2.84,10.864151038289227,21.009345878926624,46.85831265571089,49.76713467711923,-1517.2739859530832,131.8885000559454,27.207027335825572,302.143537668594,70.90849818705257
patient_022,72.0,2.88,30.704222494869978,496.0017864145188,48.086481555505685,59.04942108707979,232.05716024901406,134.2504768994286,91.37192233061685,1604.122374869782,74.56337508027724
patient_022,73.0,2.92,30.71316748105119,0.22362465453031888,49.31500825474774,90.47550082006548,785.6519933246421,137.86949693223121,40.60866028243596,-1269.0815512045224,76.18772149157468
patient_022,74.0,2.96,25.259250941787688,-136.34791348158757,50.325378292419245,57.54264072390823,-823.3215024039313,140.17120256118756,75.88214433858279,881.8371014036707,79.223007265118
patient_022,75.0,3.0,19.417495356524995,-146.0438896315673,51.102078106680246,67.24344065933181,242.51999838558956,142.86094018756083,56.51478055101011,-484.18409468931696,81.4835984871584
patient_022,76.0,3.04,15.604746618665693,-95.31871844648254,51.72626797142688,98.46694975752624,780.5877274548607,146.79961817786187,33.21200344885148,-582.5694275539657,82.81207862511246
patient_022,77.0,3.08,35.41603022966161,495.2820902748979,53.142909180613344,180.92324036712833,2061.4072652400523,154.03654779254703,10.722182789846135,-562.2455164751336,83.2409659367063
patient_022,78.0,3.12,12.536193067751359,-571.9959290477562,53.6443569033234,244.03547640476998,1577.8059009410413,163.79796684873784,77.58495749512375,1671.5693676319404,86.34436423651127
